Club,Name,Club_Position,Club_Joining,Contract_Expiry,Nationality,National_Position,Rating,Height,Weight,Preferred_Foot,Birth_Date,Age,Preferred_Position,Weak_foot
Ulsan Hyundai,Lee Yeong Jae,RDM,1/1/2015,2019.0,Korea Republic,,63,174 cm,60 kg,Left,9/13/1994,22,CM/CAM,3
Ulsan Hyundai,Mislav Oršić,Sub,2/9/2017,2019.0,Croatia,,75,178 cm,72 kg,Right,12/29/1992,24,LM/RM,4
Ulsan Hyundai,Park Yong Woo,Sub,1/6/2017,2023.0,Korea Republic,,66,186 cm,80 kg,Right,9/10/1993,23,CB/CDM,3
Ulsan Hyundai,Richard Windbichler,Res,1/25/2017,2017.0,Austria,,66,183 cm,72 kg,Right,4/2/1991,25,CB/CDM,3
Ulsan Hyundai,Seo Myeong Won,Sub,1/3/2016,2019.0,Korea Republic,,65,179 cm,70 kg,Right,4/19/1995,21,RM/ST,4
Ulsan Hyundai,Seol Tae Soo,CAM,1/1/2016,2018.0,Korea Republic,,63,172 cm,60 kg,Right,2/6/1995,22,CAM,3
Ulsan Hyundai,Yoo Dong Gon,Sub,1/1/2016,2018.0,Korea Republic,,57,187 cm,72 kg,Right,12/18/1992,24,CB,3
Uni. Católica,Alfonso Parot,LB,7/1/2009,2022.0,Chile,,71,181 cm,81 kg,Left,10/15/1989,27,LB/CB,3
Uni. Católica,Benjamín Kuscevic,Sub,8/23/2014,2018.0,Chile,,68,185 cm,80 kg,Right,5/2/1996,20,CB,3
Uni. Católica,Carlos Espinosa,Res,6/23/2015,2017.0,Chile,,69,172 cm,70 kg,Left,11/22/1982,34,CAM,3
Uni. Católica,Carlos Lobos,Sub,12/6/2014,2018.0,Chile,,63,173 cm,70 kg,Right,2/21/1997,20,CDM/CM,3
Uni. Católica,Christian Bravo,Sub,7/26/2013,2018.0,Chile,,66,168 cm,70 kg,Right,10/1/1993,23,RW/LW,3
Uni. Católica,Cristian Álvarez,Sub,7/1/2011,2017.0,Chile,,69,175 cm,75 kg,Right,1/20/1980,37,CB/RB,2
Uni. Católica,Cristopher Toselli,GK,11/25/2007,2019.0,Chile,Sub,75,183 cm,75 kg,Right,6/15/1988,28,GK,3
Uni. Católica,César Fuentes,LCM,6/13/2015,2019.0,Chile,,72,170 cm,74 kg,Right,4/12/1993,23,CDM/CM,3
Uni. Católica,David Llanos,Sub,6/19/2014,2018.0,Chile,,68,173 cm,68 kg,Right,7/27/1989,27,ST,3
Uni. Católica,Diego Buonanotte,CAM,7/20/2016,2019.0,Argentina,,78,161 cm,57 kg,Left,4/19/1988,28,CAM,4
Uni. Católica,Enzo Kalinski,RCM,7/1/2016,2017.0,Argentina,,73,183 cm,77 kg,Right,3/10/1987,30,CM,4
Uni. Católica,Fabián Manzano,Sub,10/27/2012,2020.0,Chile,,66,173 cm,71 kg,Right,1/13/1994,23,CDM/CM,3
Uni. Católica,Fernando Cordero,Sub,7/3/2012,2022.0,Chile,,70,172 cm,71 kg,Left,8/26/1987,29,LB,2
Uni. Católica,Franco Costanzo,Sub,7/3/2013,2017.0,Argentina,,64,188 cm,87 kg,Right,9/5/1980,36,GK,2
Uni. Católica,Germán Lanaro,RCB,6/16/2015,2017.0,Argentina,,72,186 cm,84 kg,Right,3/21/1986,31,CB,2
Uni. Católica,Guillermo Maripán,LCB,1/1/2013,2023.0,Chile,,74,193 cm,83 kg,Right,5/6/1994,22,CB,2
Uni. Católica,Jaime Carreño,Sub,7/16/2015,2018.0,Chile,,71,166 cm,65 kg,Right,3/3/1997,20,CM/CDM,3
Uni. Católica,José Pedro Fuenzalida,RW,1/10/2016,2018.0,Chile,Sub,75,170 cm,67 kg,Right,2/22/1985,32,RW/RB,4
Uni. Católica,Juan Carlos Espinoza,Sub,6/1/2015,2022.0,Chile,,67,170 cm,65 kg,Right,7/5/1991,25,RB/LB,4
Uni. Católica,Milovan Mirošević,Res,7/29/2016,2017.0,Chile,,66,181 cm,79 kg,Right,6/20/1980,36,CM,3
Uni. Católica,Raimundo Rebolledo,Res,1/1/2014,2023.0,Chile,,56,171 cm,63 kg,Right,5/14/1997,19,RB,2
Uni. Católica,Ricardo Noir,LW,7/2/2015,2019.0,Argentina,,73,173 cm,65 kg,Right,2/26/1987,30,LW/RW,3
Uni. Católica,Roberto Gutiérrez,Sub,1/1/2015,2017.0,Chile,,70,178 cm,76 kg,Right,4/18/1983,33,ST,3
Uni. Católica,Santiago Silva,ST,1/20/2017,2021.0,Uruguay,,73,183 cm,84 kg,Right,12/9/1980,36,ST,3
Uni. Católica,Stefano Magnasco,RB,8/4/2014,2017.0,Chile,,70,175 cm,72 kg,Right,9/28/1992,24,RB,2
Uni. Católica,Álvaro Ogalde,Sub,7/1/2016,2021.0,Chile,,56,181 cm,72 kg,Right,5/13/1997,19,GK,3
Uni. Concepción,Alejandro Camargo,LCM,6/1/2015,2023.0,Argentina,,71,175 cm,68 kg,Right,6/12/1989,27,CDM/CM,3
Uni. Concepción,Alexis Machuca,Res,1/1/2013,2022.0,Argentina,,68,178 cm,80 kg,Right,5/10/1990,26,CB,3
Uni. Concepción,Cristian Muñoz,GK,1/1/2013,2017.0,Argentina,,68,177 cm,73 kg,Right,7/1/1977,39,GK,3
Uni. Concepción,Daniel Alexis Castillo,Sub,6/1/2015,2023.0,Chile,,65,178 cm,79 kg,Right,10/23/1990,26,GK,2
Uni. Concepción,Diego Soto,Sub,1/1/2015,2020.0,Chile,,58,170 cm,70 kg,Left,10/22/1998,18,LB,3
Uni. Concepción,Esteban Flores,Sub,1/1/2012,2019.0,Chile,,67,178 cm,82 kg,Left,4/7/1992,24,LB/CB,2
Uni. Concepción,Felipe Fritz,Sub,1/1/2012,2023.0,Chile,,63,168 cm,65 kg,Right,5/1/1995,21,LW/CF,2
Uni. Concepción,Felipe Muñoz,Sub,1/1/2013,2018.0,Chile,,65,176 cm,68 kg,Right,4/4/1985,31,CB,2
Uni. Concepción,Fernando Manríquez,CAM,6/1/2013,2022.0,Chile,,73,168 cm,72 kg,Right,2/1/1984,33,CM/CAM,4
Uni. Concepción,Francisco Alarcón,RCB,5/14/2016,2017.0,Chile,,67,189 cm,85 kg,Right,2/25/1990,27,CB/RB,2
Uni. Concepción,Francisco Portillo,Sub,1/1/2012,2018.0,Paraguay,,65,178 cm,75 kg,Right,7/24/1987,29,CDM/CB,3
Uni. Concepción,Giovanni Asken,Sub,1/1/2015,2020.0,Paraguay,,59,176 cm,71 kg,Right,10/26/1996,20,CAM,3
Uni. Concepción,Gonzalo Barreto,ST,1/31/2017,2017.0,Uruguay,,67,175 cm,71 kg,Right,1/22/1992,25,ST/RW,3
Uni. Concepción,Guillermo Pacheco,Res,1/1/2011,2017.0,Chile,,66,181 cm,76 kg,Right,4/10/1989,27,RB,2
Uni. Concepción,Gustavo Mencia,LCB,1/24/2017,2017.0,Paraguay,,66,179 cm,78 kg,Left,7/5/1988,28,LB,3
Uni. Concepción,Héctor Berríos,RB,1/1/2013,2022.0,Chile,,67,174 cm,67 kg,Right,10/18/1986,30,RB/RM,3
Uni. Concepción,Jean Meneses,RW,12/24/2015,2023.0,Chile,,69,163 cm,64 kg,Right,3/16/1993,24,RW,3
Uni. Concepción,Jonathan Benítez,LW,7/1/2016,2023.0,Argentina,,69,178 cm,77 kg,Left,9/4/1991,25,LW/ST,3
Uni. Concepción,Jorge Luna,Sub,1/6/2017,2017.0,Argentina,,71,167 cm,70 kg,Right,12/14/1986,30,CAM,3
Uni. Concepción,Jorge Troncoso,Sub,7/31/2014,2023.0,Chile,,64,174 cm,74 kg,Right,1/13/1993,24,RW/RB,3
Uni. Concepción,Manuel Briones,Res,10/4/2015,2022.0,Chile,,59,172 cm,67 kg,Left,1/16/1994,23,CB,2
Uni. Concepción,Matías Conti,Res,12/29/2015,2020.0,Argentina,,63,183 cm,82 kg,Right,1/17/1990,27,ST,3
Uni. Concepción,Michael Lepe,RCM,1/1/2009,2022.0,Chile,,65,179 cm,77 kg,Right,8/13/1990,26,CM/CDM,3
Uni. Concepción,Pablo Benitez,Res,11/1/2014,2023.0,Chile,,57,171 cm,68 kg,Right,5/14/1992,24,GK,2
Uni. Concepción,Renato González,Sub,6/13/2015,2022.0,Chile,,72,167 cm,66 kg,Left,2/19/1990,27,CAM/LM,4
Uni. Concepción,Renato Tarifeño,Sub,5/14/2016,2018.0,Chile,,65,170 cm,65 kg,Right,9/6/1996,20,ST,3
Uni. Concepción,Ronald de la Fuente,LB,5/24/2015,2017.0,Chile,,66,175 cm,75 kg,Left,1/25/1991,26,LB,2
Uni. Concepción,Waldo Ponce,Sub,7/28/2015,2017.0,Chile,,65,185 cm,85 kg,Right,12/4/1982,34,CB,2
Uni. de Chile,Alejandro Contreras,Sub,6/16/2016,2019.0,Chile,,69,184 cm,80 kg,Right,3/3/1993,24,CB/RB,3
Uni. de Chile,Alonso Rodriguez,Res,1/13/2017,2022.0,Chile,,54,172 cm,75 kg,Right,12/15/1998,18,CB,2
Uni. de Chile,Bruno Miranda,Res,3/20/2016,2020.0,Bolivia,,61,180 cm,75 kg,Right,2/10/1998,19,ST/CF,3
Uni. de Chile,Christian Vilches,RCB,6/14/2016,2019.0,Chile,,70,182 cm,78 kg,Right,7/13/1983,33,CB,2
Uni. de Chile,David Pizarro,Sub,1/31/2017,2017.0,Chile,,73,170 cm,65 kg,Right,9/11/1979,37,CM/CDM,4
Uni. de Chile,Fabián Monzón,Sub,1/21/2016,2018.0,Argentina,,70,179 cm,82 kg,Left,4/13/1987,29,LB,2
Uni. de Chile,Felipe Mora,ST,6/14/2016,2020.0,Chile,,73,175 cm,72 kg,Right,8/2/1993,23,ST,3
Uni. de Chile,Fernando De Paul,Sub,7/7/2016,2019.0,Chile,,70,183 cm,84 kg,Right,4/25/1991,25,GK,3
Uni. de Chile,Franz Schultz,Sub,6/1/2016,2018.0,Chile,,70,172 cm,72 kg,Right,7/20/1991,25,CM/RM/LB,3
Uni. de Chile,Gonzalo Espinoza,RCM,1/9/2017,2017.0,Chile,,72,178 cm,77 kg,Right,4/9/1990,26,CM/CDM,3
Uni. de Chile,Gonzalo Jara,LCB,1/18/2016,2018.0,Chile,LCB,75,178 cm,78 kg,Right,8/29/1985,31,CB/RB,4
Uni. de Chile,Gustavo Lorenzetti,CAM,1/1/2011,2017.0,Chile,,70,163 cm,63 kg,Left,5/10/1985,31,CAM/CM,2
Uni. de Chile,Ivan Rozas,Sub,1/13/2017,2022.0,Chile,,57,179 cm,78 kg,Left,7/1/1998,18,RM/CAM,3
Uni. de Chile,Jean Beausejour,LB,7/19/2016,2019.0,Chile,LB,75,178 cm,83 kg,Left,6/1/1984,32,LB/LW,2
Uni. de Chile,John Salas,Res,4/26/2016,2018.0,Chile,,57,174 cm,68 kg,Left,4/1/1997,19,LB/RB,3
Uni. de Chile,Johnny Herrera,GK,1/1/2011,2018.0,Chile,Sub,74,184 cm,87 kg,Right,5/9/1981,35,GK,3
Uni. de Chile,Jonathan Zacaría,Sub,7/29/2016,2018.0,Argentina,,70,172 cm,76 kg,Left,2/6/1990,27,LW/RW,3
Uni. de Chile,Juan Leiva,Sub,5/16/2016,2019.0,Chile,,65,181 cm,78 kg,Left,11/11/1993,23,LW/CAM,3
Uni. de Chile,Leandro Benegas,LW,12/18/2014,2018.0,Argentina,,70,180 cm,78 kg,Left,11/27/1988,28,ST,4
Uni. de Chile,Lorenzo Reyes,LCM,7/6/2016,2018.0,Chile,,71,175 cm,75 kg,Right,6/13/1991,25,CDM/CM,3
Uni. de Chile,Lucas Elías Ontivero,Sub,1/25/2017,2017.0,Argentina,,67,168 cm,64 kg,Left,9/9/1994,22,RM/CAM,3
Uni. de Chile,Mario Briceño,RW,7/22/2016,2020.0,Chile,,62,180 cm,75 kg,Right,6/20/1996,20,RW/LW,3
Uni. de Chile,Matías Rodríguez,RB,7/20/2015,2018.0,Argentina,,71,178 cm,75 kg,Right,4/14/1986,30,RB/RM,3
Uni. de Chile,Nelson Espinoza,Sub,8/19/2013,2019.0,Chile,,62,190 cm,84 kg,Right,9/22/1995,21,GK,2
Uni. de Chile,Nicolás Ramírez,Sub,1/15/2016,2019.0,Chile,,63,182 cm,77 kg,Right,5/1/1997,19,CB,2
Uni. de Chile,Sebastián Martínez,Res,7/1/2011,2019.0,Chile,,71,175 cm,68 kg,Right,7/6/1993,23,CDM/CM,3
Uni. de Chile,Sebastián Ubilla,Sub,1/1/2012,2017.0,Chile,,70,172 cm,68 kg,Right,8/9/1990,26,RW/ST,2
Uni. de Chile,Yerko Leiva,Res,1/24/2016,2020.0,Chile,,63,166 cm,63 kg,Right,6/14/1998,18,CAM/CM,3
Union Berlin,Adrian Nikçi,Sub,7/1/2015,2017.0,Switzerland,,66,182 cm,76 kg,Right,11/10/1989,27,LM/RM,2
Union Berlin,Benjamin Kessel,Sub,7/1/2015,2017.0,Germany,,71,191 cm,80 kg,Right,10/1/1987,29,RB/RM,3
Union Berlin,Benjamin Köhler,Sub,7/1/2013,2017.0,Germany,,65,172 cm,69 kg,Left,8/4/1980,36,CM/LM,2
Union Berlin,Christopher Trimmel,RB,7/1/2014,2017.0,Austria,,70,189 cm,81 kg,Right,2/24/1987,30,RB/CB,3
Union Berlin,Cihan Kahraman,Res,11/3/2016,2019.0,Turkey,,55,175 cm,70 kg,Right,10/8/1998,18,CM/RM,2
Union Berlin,Damir Kreilach,LCM,7/1/2013,2019.0,Croatia,,74,186 cm,83 kg,Right,4/16/1989,27,CM/CDM,3
Union Berlin,Daniel Mesenhöler,Sub,7/1/2016,2018.0,Germany,,65,187 cm,83 kg,Right,7/24/1995,21,GK,3
Union Berlin,Dennis Daube,Sub,7/1/2015,2017.0,Germany,,69,185 cm,83 kg,Right,7/11/1989,27,CM/CAM,4
Union Berlin,Emanuel Pogatetz,Sub,1/5/2016,2017.0,Austria,,68,191 cm,90 kg,Left,1/16/1983,34,CB,2
Union Berlin,Eroll Zejnullahu,Sub,2/1/2013,2018.0,Kosovo,,68,177 cm,73 kg,Right,10/19/1994,22,CDM/CM,3
Union Berlin,Fabian Schönheim,Sub,7/1/2013,2019.0,Germany,,68,191 cm,92 kg,Left,2/14/1987,30,CB/LB,3
Union Berlin,Felix Kroos,RCM,6/13/2016,2019.0,Germany,,73,184 cm,78 kg,Right,3/12/1991,26,CDM/CM,3
Union Berlin,Jakob Busk,GK,1/15/2016,2017.0,Denmark,,71,189 cm,78 kg,Right,9/12/1993,23,GK,2
Union Berlin,Kenny Prince Redondo,Sub,7/1/2015,2019.0,Germany,,67,181 cm,68 kg,Left,8/29/1994,22,LW/LM,3
Union Berlin,Kristian Pedersen,Sub,7/1/2016,2019.0,Denmark,,65,191 cm,83 kg,Left,8/4/1994,22,LB,2
Union Berlin,Lukas Lämmel,Res,12/18/2015,2018.0,Germany,,54,179 cm,70 kg,Right,9/8/1997,19,CM,4
Union Berlin,Maximilian Thiel,Sub,7/1/2015,2017.0,Germany,,67,187 cm,78 kg,Left,2/3/1993,24,LM,3
Union Berlin,Michael Gspurning,Res,8/3/2016,2018.0,Austria,,68,196 cm,95 kg,Right,5/2/1981,35,GK,2
Union Berlin,Michael Parensen,LB,1/30/2009,2018.0,Germany,,67,180 cm,79 kg,Left,6/24/1986,30,LB/CDM,3
Union Berlin,Philipp Hosiner,Sub,7/1/2016,2019.0,Austria,,72,179 cm,79 kg,Right,5/15/1989,27,ST,3
Union Berlin,Raffael Korte,Res,7/1/2015,2017.0,Germany,,65,175 cm,68 kg,Right,8/29/1990,26,RM/CAM,4
Union Berlin,Roberto Punčec,LCB,7/1/2013,2017.0,Croatia,,69,188 cm,79 kg,Right,10/27/1991,25,CB,3
Union Berlin,Sebastian Polter,ST,1/10/2017,2020.0,Germany,,70,190 cm,88 kg,Right,4/1/1991,25,ST,3
Union Berlin,Simon Hedlund,LW,8/29/2016,2020.0,Sweden,,70,175 cm,68 kg,Right,3/11/1993,24,LW/LM,4
Union Berlin,Stephan Fürstner,CDM,7/1/2015,2017.0,Germany,,70,178 cm,72 kg,Right,9/11/1987,29,CDM/CM,4
Union Berlin,Steven Skrzybski,RW,10/15/2010,2018.0,Germany,,70,173 cm,69 kg,Right,11/18/1992,24,RW/CAM,3
Union Berlin,Toni Leistner,RCB,7/1/2014,2018.0,Germany,,74,190 cm,90 kg,Right,8/19/1990,26,CB,3
Unión,Agustín Sandona,RCB,4/30/2014,2017.0,Argentina,,63,184 cm,78 kg,Right,5/1/1993,23,RB/CB,3
Unión,Bruno Pittón,Sub,1/1/2015,2020.0,Argentina,,66,174 cm,70 kg,Left,2/1/1993,24,LB,2
Unión,Diego Godoy,LM,6/1/2012,2020.0,Paraguay,,69,174 cm,73 kg,Left,4/1/1992,24,LM/RM,2
Unión,Diego Villar,Sub,1/27/2015,2021.0,Argentina,,67,170 cm,76 kg,Right,4/25/1982,34,RM/CM,3
Unión,Emanuel Brítez,RB,1/1/2013,2022.0,Argentina,,65,179 cm,75 kg,Right,3/26/1992,25,RB,3
Unión,Facundo Britos,Res,11/8/2016,2020.0,Argentina,,57,179 cm,74 kg,Right,6/5/1996,20,CM/CDM,3
Unión,Federico Anselmo,Sub,7/26/2016,2019.0,Argentina,,64,186 cm,82 kg,Right,4/17/1994,22,ST,3
Unión,Franco Soldano,RS,8/1/2014,2023.0,Argentina,,61,177 cm,74 kg,Right,9/14/1994,22,ST,3
Unión,Guido Vadalá,Sub,1/3/2014,2023.0,Argentina,,67,167 cm,63 kg,Right,2/8/1997,20,CAM,3
Unión,Jonathan Fleita,Sub,7/1/2015,2019.0,Argentina,,63,182 cm,78 kg,Right,1/20/1995,22,CB,2
Unión,Leonardo Sánchez,LCB,7/1/2016,2018.0,Argentina,,68,190 cm,85 kg,Right,8/2/1986,30,CB,3
Unión,Lucas Algozino,Sub,10/20/2015,2020.0,Argentina,,63,171 cm,67 kg,Right,9/29/1995,21,RM,3
Unión,Lucas Gamba,LS,8/1/2014,2023.0,Argentina,,64,170 cm,70 kg,Right,6/24/1987,29,ST/RM,2
Unión,Manuel De Iriondo,RDM,8/27/2014,2023.0,Argentina,,64,179 cm,75 kg,Right,5/6/1993,23,CDM/CM,3
Unión,Marcos Peano,Sub,10/31/2015,2018.0,Argentina,,53,187 cm,80 kg,Right,10/15/1998,18,GK,3
Unión,Martín Rivero,LDM,7/4/2016,2019.0,Argentina,,65,175 cm,72 kg,Right,11/13/1989,27,CM/CDM,4
Unión,Matías Castro,Sub,7/21/2013,2023.0,Uruguay,,65,180 cm,73 kg,Right,10/24/1987,29,GK,3
Unión,Mauro Cejas,Sub,1/5/2017,2018.0,Argentina,,67,174 cm,74 kg,Right,8/24/1985,31,CAM,4
Unión,Mauro Pitton,RM,1/1/2015,2023.0,Argentina,,63,174 cm,70 kg,Right,8/8/1994,22,CDM/LB,3
Unión,Nahuel Zárate,LB,2/6/2016,2022.0,Argentina,,68,180 cm,73 kg,Left,1/27/1993,24,LB,2
Unión,Nelson Acevedo,Sub,8/8/2014,2018.0,Argentina,,73,179 cm,77 kg,Right,7/11/1988,28,CDM/CM,4
Unión,Nereo Fernández,GK,8/1/2014,2018.0,Argentina,,71,195 cm,85 kg,Right,4/13/1979,37,GK,3
Unión,Nicolás Andereggen,Sub,1/1/2015,2020.0,Argentina,,60,175 cm,71 kg,Left,9/22/1999,17,ST/LW,3
Unión,Robertino Insúa,Res,1/4/2016,2020.0,Argentina,,61,170 cm,69 kg,Right,3/28/1994,23,CAM,3
Unión,Rodrigo Erramuspe,Sub,1/1/2010,2023.0,Argentina,,69,187 cm,81 kg,Right,5/3/1990,26,CB,3
Unión,Santiago Lebus,Res,1/4/2016,2020.0,Argentina,,56,180 cm,73 kg,Right,6/18/1996,20,RM,2
Unión,Santiago Magallán,Res,8/11/2016,2017.0,Argentina,,59,185 cm,78 kg,Right,5/8/1992,24,RM,3
Unión,Walter Bracamonte,Res,9/29/2016,2021.0,Argentina,,61,174 cm,72 kg,Right,7/22/1997,19,LM/CAM,4
Unión Española,Carlos Gómez,Sub,7/8/2016,2022.0,Chile,,63,169 cm,70 kg,Right,2/14/1992,25,CDM/RB,3
Unión Española,Carlos Salom,LS,12/14/2013,2017.0,Palestine,,71,169 cm,73 kg,Right,4/4/1987,29,ST,4
Unión Española,Cristian Gutiérrez,Sub,7/16/2015,2019.0,Chile,,66,181 cm,70 kg,Left,2/18/1997,20,LB,2
Unión Española,Cristián Guerra,Sub,1/1/2013,2022.0,Chile,,59,183 cm,83 kg,Right,8/9/1994,22,GK,2
Unión Española,César Pinares,LCM,12/24/2015,2021.0,Chile,,70,176 cm,73 kg,Left,5/23/1991,25,CAM/LM,3
Unión Española,Dagoberto Currimilla,RB,1/1/2012,2017.0,Chile,,71,172 cm,82 kg,Right,12/26/1987,29,RB/CB,3
Unión Española,Dante Martínez,Res,5/6/2012,2023.0,Chile,,59,172 cm,71 kg,Right,6/18/1994,22,CAM,3
Unión Española,Diego Churín,RS,12/24/2015,2017.0,Argentina,,73,186 cm,80 kg,Right,12/1/1989,27,ST/LW,4
Unión Española,Diego Sánchez,GK,1/1/2013,2019.0,Chile,,68,184 cm,86 kg,Right,5/8/1987,29,GK,3
Unión Española,Fabián Saavedra,Sub,1/1/2011,2019.0,Chile,,64,169 cm,69 kg,Right,1/27/1992,25,RW,3
Unión Española,Felipe Seymour,CM,5/27/2016,2017.0,Chile,,70,174 cm,78 kg,Right,7/23/1987,29,CM/CDM,3
Unión Española,Fernando Cornejo,Sub,12/7/2014,2023.0,Chile,,63,180 cm,71 kg,Right,4/13/1994,22,CB,2
Unión Española,Fernando Meneses,RCM,12/16/2014,2022.0,Chile,,70,174 cm,79 kg,Right,9/27/1985,31,RM/CM,3
Unión Española,Jason Flores,Sub,1/1/2014,2023.0,Chile,,64,167 cm,60 kg,Right,2/28/1997,20,LW,3
Unión Española,Jorge Ampuero,RCB,1/1/2008,2018.0,Chile,,68,183 cm,82 kg,Right,4/17/1987,29,CB,3
Unión Española,José Luis Sierra,Sub,1/1/2014,2018.0,Chile,,62,182 cm,71 kg,Right,6/24/1997,19,ST,3
Unión Española,Juan Gabriel Rivas,Sub,1/1/2016,2023.0,Argentina,,64,177 cm,77 kg,Right,8/14/1992,24,CM,3
Unión Española,Lucas Domínguez,LCB,5/27/2016,2017.0,Chile,,69,187 cm,77 kg,Left,8/27/1989,27,CB,2
Unión Española,Marcelo Salinas-Paulino,Res,8/1/2016,2017.0,Chile,,56,193 cm,83 kg,Right,5/29/1995,21,GK,3
Unión Española,Mario Larenas,LB,1/1/2013,2022.0,Chile,,63,173 cm,67 kg,Left,7/1/1993,23,LB,3
Unión Española,Nicolás Berardo,Res,1/1/2012,2017.0,Argentina,,70,181 cm,74 kg,Left,7/26/1990,26,LB,2
Unión Española,Nicolás Mancilla,Sub,6/26/2015,2017.0,Chile,,63,180 cm,75 kg,Right,10/7/1993,23,CB,2
Unión Española,Pablo Aranguiz,CAM,12/29/2014,2023.0,Chile,,62,172 cm,65 kg,Right,1/1/1996,21,CAM,3
Unión Española,Pablo Galdames,Sub,1/5/2014,2019.0,Chile,,72,172 cm,62 kg,Right,12/30/1996,20,CM/CDM,4
Unión Española,Sebastián Jaime,Sub,1/4/2017,2018.0,Argentina,,67,179 cm,71 kg,Right,1/30/1987,30,ST/RM/LW,3
Unión Española,Ángel Muñoz,Res,1/13/2013,2022.0,Chile,,60,174 cm,66 kg,Right,1/27/1996,21,CM/CAM,3
Unión Española,Óscar Hernández,Sub,6/26/2015,2018.0,Chile,,69,177 cm,71 kg,Right,7/3/1994,22,CM/CAM,3
Urawa Diamonds,Ado Onaiwu,Res,1/1/2017,2020.0,Japan,,58,180 cm,74 kg,Right,11/8/1995,21,ST,2
Urawa Diamonds,Daisuke Kikuchi,Sub,1/1/2017,2020.0,Japan,,68,172 cm,68 kg,Right,4/12/1991,25,LM,4
Urawa Diamonds,Daisuke Nasu,Sub,1/5/2013,2020.0,Japan,,65,180 cm,77 kg,Left,10/10/1981,35,CB/LB,3
Urawa Diamonds,Haruki Fukushima,Res,1/1/2016,2020.0,Japan,,54,182 cm,78 kg,Left,4/8/1993,23,GK,2
Urawa Diamonds,Kazuki Nagasawa,Res,12/18/2015,2023.0,Japan,,71,172 cm,68 kg,Right,12/16/1991,25,RM/LM,3
Urawa Diamonds,Nao Iwadate,Res,6/17/2014,2020.0,Japan,,61,183 cm,78 kg,Right,8/17/1988,28,GK,2
Urawa Diamonds,Naoki Yamada,Sub,1/1/2009,2021.0,Japan,,56,168 cm,66 kg,Right,7/4/1990,26,CM,3
Urawa Diamonds,Rafael Silva,ST,1/1/2017,2022.0,Brazil,,64,179 cm,72 kg,Right,4/4/1992,24,LW/ST,3
Urawa Diamonds,Ryota Moriwaki,RCB,1/1/2013,2020.0,Japan,,70,177 cm,75 kg,Right,4/6/1986,30,CB/RB,3
Urawa Diamonds,Ryotaro Ito,Res,1/1/2016,2020.0,Japan,,53,174 cm,62 kg,Right,2/6/1998,19,CAM,2
Urawa Diamonds,Shinya Yajima,Sub,1/1/2012,2020.0,Japan,,61,171 cm,67 kg,Right,1/18/1994,23,CAM/CM,3
Urawa Diamonds,Shinzo Koroki,Sub,1/4/2013,2021.0,Japan,,73,175 cm,72 kg,Right,7/31/1986,30,ST/CF,4
Urawa Diamonds,Shusaku Nishikawa,GK,1/5/2014,2023.0,Japan,,70,183 cm,81 kg,Left,6/18/1986,30,GK,3
Urawa Diamonds,Tadaaki Hirakawa,Sub,1/1/2002,2020.0,Japan,,62,172 cm,72 kg,Right,5/1/1979,37,RM/LM,3
Urawa Diamonds,Tadanari Lee,Sub,1/16/2014,2022.0,Japan,,70,182 cm,73 kg,Left,12/19/1985,31,ST/CAM,3
Urawa Diamonds,Takahiro Sekine,RM,1/1/2014,2020.0,Japan,,70,167 cm,61 kg,Right,4/19/1995,21,RM,2
Urawa Diamonds,Takuya Aoki,Sub,1/14/2014,2020.0,Japan,,66,179 cm,77 kg,Right,9/16/1989,27,CDM/RM,3
Urawa Diamonds,Takuya Okamoto,Res,1/1/2010,2020.0,Japan,,63,175 cm,73 kg,Left,6/18/1992,24,CB,2
Urawa Diamonds,Tetsuya Enomoto,Sub,1/25/2017,2020.0,Japan,,58,180 cm,76 kg,Right,5/2/1983,33,GK,2
Urawa Diamonds,Tomoaki Makino,LCB,4/14/2016,2021.0,Japan,,74,182 cm,77 kg,Right,5/11/1987,29,CB/LB/CDM,4
Urawa Diamonds,Tomoya Ugajin,RF,1/1/2010,2020.0,Japan,,68,172 cm,71 kg,Left,3/23/1988,29,LM/RM,4
Urawa Diamonds,Toshiyuki Takagi,LM,1/1/2015,2020.0,Japan,,61,170 cm,64 kg,Right,5/25/1991,25,LW/RW,3
Urawa Diamonds,Tsukasa Umesaki,Sub,12/26/2007,2020.0,Japan,,68,169 cm,68 kg,Right,2/23/1987,30,CAM/LM,4
Urawa Diamonds,Wataru Endo,CB,1/1/2016,2020.0,Japan,,70,178 cm,75 kg,Right,2/9/1993,24,CB/CDM,3
Urawa Diamonds,Yoshiaki Komai,Sub,1/1/2016,2020.0,Japan,,68,168 cm,64 kg,Right,6/6/1992,24,RW/LW,3
Urawa Diamonds,Yosuke Kashiwagi,RCM,1/1/2010,2023.0,Japan,,71,176 cm,73 kg,Left,12/15/1987,29,CM/CAM,3
Urawa Diamonds,Yu Tamura,Res,1/25/2017,2020.0,Japan,,60,185 cm,88 kg,Right,11/22/1992,24,CB/CDM,3
Urawa Diamonds,Yuki Abe,LCM,1/1/2012,2022.0,Japan,,72,178 cm,77 kg,Right,9/6/1981,35,CDM/CAM,3
Urawa Diamonds,Yūki Mutō,LF,1/1/2015,2020.0,Japan,,65,170 cm,68 kg,Right,11/7/1988,28,CF/ST,2
