Nationality,Name,Club,Birth_Date,Age,National_Position,Club_Position,Preferred_Position,Rating,Height,Weight,Preferred_Foot,Weak_foot
United States,Andrew Wenger,Houston Dynamo,12/25/1990,26,Sub,Sub,RM,67,183 cm,84 kg,Right,4
United States,Andrew Wooten,SV Sandhausen,9/30/1989,27,RS,RS,ST/RM,72,186 cm,85 kg,Right,3
United States,Antonio Rocha,Orlando City,8/21/1993,23,Sub,Sub,LB/CDM,63,175 cm,75 kg,Right,3
United States,Aron Jóhannsson,Werder Bremen,11/10/1990,26,Sub,Sub,ST,73,184 cm,70 kg,Right,4
United States,Arun Basuljevic,NY Red Bulls,12/17/1995,21,Res,Res,CM/CAM,53,178 cm,68 kg,Right,3
United States,Auston Trusty,Philadelphia,8/12/1998,18,Res,Res,CB,53,188 cm,78 kg,Left,3
United States,Ben Swanson,Columbus Crew SC,7/18/1997,19,Sub,Sub,CM/CDM,61,168 cm,59 kg,Right,4
United States,Ben Sweat,NYCFC,9/4/1991,25,Sub,Sub,LB,61,188 cm,79 kg,Left,2
United States,Ben Zemanski,Portland,5/12/1988,28,Sub,Sub,CDM/CM,66,180 cm,68 kg,Right,3
United States,Benny Feilhaber,Sporting KC,1/19/1985,32,LCM,LCM,CM,75,175 cm,72 kg,Right,4
United States,Bernie Magaña,U.N.A.M.,8/16/1993,23,Sub,Sub,GK,64,186 cm,87 kg,Right,3
United States,Bill Hamid,D.C. United,11/25/1990,26,GK,GK,GK,75,191 cm,102 kg,Right,2
United States,Björn Johnsen,Hearts,11/6/1991,25,Sub,Sub,ST,64,195 cm,81 kg,Right,2
United States,Bobby Boswell,D.C. United,3/15/1983,34,Sub,Sub,CB,68,188 cm,83 kg,Right,3
United States,Bobby Burling,Colorado Rapids,10/15/1984,32,LCB,LCB,CB,69,195 cm,88 kg,Right,2
United States,Bobby Wood,Hamburger SV,11/15/1992,24,Sub,ST,ST,75,180 cm,79 kg,Right,3
United States,Brad Evans,Sounders FC,4/20/1985,31,Sub,Sub,RB/RM,69,185 cm,77 kg,Right,3
United States,Brad Guzan,Middlesbrough,9/9/1984,32,Sub,Sub,GK,74,193 cm,95 kg,Left,2
United States,Brad Knighton,New England,2/6/1985,32,Sub,Sub,GK,65,187 cm,82 kg,Right,2
United States,Brad Stuver,Columbus Crew SC,4/16/1991,25,Sub,Sub,GK,64,191 cm,81 kg,Right,1
United States,Bradford Jamieson IV,LA Galaxy,11/18/1996,20,Sub,Sub,ST,63,185 cm,75 kg,Right,3
United States,Brandon Allen,NY Red Bulls,10/8/1993,23,Sub,Sub,ST,60,185 cm,86 kg,Left,2
United States,Brandon Aubrey,Toronto FC,3/14/1995,22,Sub,Sub,CB,60,191 cm,87 kg,Right,3
United States,Brandon Vincent,Chicago Fire,5/1/1994,22,LB,LB,LB/LWB,65,180 cm,79 kg,Left,3
United States,Brandt Bronico,Chicago Fire,6/19/1995,21,Sub,Sub,RM,54,172 cm,70 kg,Right,3
United States,Brek Shea,Whitecaps FC,2/28/1990,27,Sub,Sub,LM/ST,68,191 cm,86 kg,Left,2
United States,Brendan Hines-Ike,Örebro SK,11/30/1994,22,LCB,LCB,CB,60,185 cm,77 kg,Right,3
United States,Brian Carroll,Philadelphia,7/20/1981,35,Res,Res,CDM,66,178 cm,70 kg,Right,3
United States,Brian Nana-Sinkam,Sounders FC,12/31/1994,22,Sub,Sub,CB,59,183 cm,82 kg,Right,3
United States,Brian Rowe,LA Galaxy,11/16/1988,28,GK,GK,GK,67,185 cm,84 kg,Right,1
United States,Brooks Lennon,Real Salt Lake,9/22/1997,19,RM,RM,ST/LW,63,177 cm,70 kg,Right,3
United States,Bryan Meredith,Sounders FC,8/2/1989,27,Sub,Sub,GK,61,188 cm,82 kg,Right,2
United States,C.J. Sapong,Philadelphia,12/27/1988,28,ST,ST,ST/LW,68,185 cm,84 kg,Right,3
United States,Caleb Calvert,Colorado Rapids,10/22/1996,20,Sub,Sub,ST,55,188 cm,73 kg,Right,2
United States,Caleb Stanko,FC Vaduz,7/26/1993,23,Res,Res,CDM,61,180 cm,81 kg,Right,3
United States,Calle Brown,Houston Dynamo,7/1/1992,24,Sub,Sub,GK,57,196 cm,91 kg,Right,2
United States,Cameron Carter-Vickers,Spurs,12/31/1997,19,Sub,Sub,CB,67,183 cm,92 kg,Right,3
United States,Cameron Iwasa,Sporting KC,7/7/1993,23,Sub,Sub,ST,58,178 cm,79 kg,Right,2
United States,Cameron Porter,Sporting KC,5/23/1993,23,Sub,Sub,ST/RW,63,185 cm,79 kg,Right,3
United States,Carlos López,Tijuana,7/16/1996,20,Res,Res,GK,58,184 cm,78 kg,Right,2
United States,Chad Barrett,Real Salt Lake,4/30/1985,31,Sub,Sub,ST/RM,66,180 cm,81 kg,Right,4
United States,Chad Marshall,Sounders FC,8/22/1984,32,LCB,LCB,CB,73,193 cm,82 kg,Left,4
United States,Chance Myers,Portland,12/7/1987,29,Sub,Sub,RB,66,183 cm,75 kg,Right,4
United States,Charlie Davies,Philadelphia,6/25/1986,30,Sub,Sub,ST,68,178 cm,73 kg,Right,3
United States,Charlie Horton,D.C. United,9/14/1994,22,Sub,Sub,GK,59,193 cm,77 kg,Left,2
United States,Chris Durkin,D.C. United,2/8/2000,17,Res,Res,CB/CDM,55,183 cm,75 kg,Right,3
United States,Chris Duvall,Montreal Impact,9/10/1991,25,RB,RB,RB/CB,67,178 cm,68 kg,Right,2
United States,Chris Odoi-Atsem,D.C. United,5/27/1995,21,Res,Res,RB,60,178 cm,68 kg,Right,3
United States,Chris Pontius,Philadelphia,12/12/1987,29,LM,LM,LM/LW,70,183 cm,77 kg,Right,4
United States,Chris Rolfe,D.C. United,1/17/1983,34,Sub,Sub,LM/ST,68,173 cm,65 kg,Right,3
United States,Chris Schuler,Real Salt Lake,9/6/1987,29,RCB,RCB,CB,66,193 cm,84 kg,Left,2
United States,Chris Seitz,FC Dallas,3/12/1987,30,GK,GK,GK,68,191 cm,107 kg,Right,3
United States,Chris Tierney,New England,1/9/1986,31,LB,LB,LB,69,183 cm,81 kg,Left,3
United States,Chris Wingert,Real Salt Lake,6/16/1982,34,Sub,Sub,LB/RB,64,180 cm,74 kg,Right,4
United States,Chris Wondolowski,SJ Earthquakes,1/28/1983,34,RS,RS,ST,72,183 cm,75 kg,Right,3
United States,Christian Dean,Whitecaps FC,3/14/1993,24,Sub,Sub,CB/LB,64,191 cm,90 kg,Left,2
United States,Christian Lucatero,Houston Dynamo,6/17/1997,19,Sub,Sub,CM,54,175 cm,66 kg,Right,3
United States,Christian Pulisic,Bor. Dortmund,9/18/1998,18,RW,Sub,RM/LM,75,173 cm,69 kg,Right,4
United States,Ciaran Nugent,Galway United,10/27/1991,25,Sub,Sub,GK,54,186 cm,70 kg,Right,3
United States,Clint Dempsey,Sounders FC,3/9/1983,34,CAM,CAM,CAM/ST,79,185 cm,84 kg,Right,4
United States,Clint Irwin,Toronto FC,4/1/1989,27,GK,GK,GK,68,191 cm,88 kg,Right,1
United States,Cody Cropper,New England,2/16/1993,24,GK,GK,GK,64,193 cm,91 kg,Right,3
United States,Cole Seiler,Whitecaps FC,2/5/1994,23,Res,Res,RB/CB,60,185 cm,82 kg,Right,2
United States,Collin Fernandez,Chicago Fire,2/13/1997,20,Sub,Sub,CM,57,173 cm,64 kg,Right,2
United States,Colton Storm,Sporting KC,7/5/1994,22,Res,Res,RB/LB,51,178 cm,75 kg,Right,3
United States,Connor Lade,NY Red Bulls,11/16/1989,27,Sub,Sub,RB/LB,66,169 cm,65 kg,Right,2
United States,Connor Maloney,Columbus Crew SC,5/18/1995,21,Sub,Sub,RB,58,168 cm,66 kg,Right,2
United States,Conor Donovan,Orlando City,1/8/1996,21,Res,Res,CB,58,188 cm,80 kg,Left,2
United States,Conor O'Brien,AC Horsens,10/20/1988,28,LCM,LCM,CM/CDM,64,178 cm,69 kg,Right,5
United States,Coy Craft,FC Dallas,5/23/1997,19,Sub,Sub,RM/CM,60,188 cm,79 kg,Right,4
United States,Cristian Roldan,Sounders FC,6/3/1995,21,LDM,LDM,CDM/CM,68,173 cm,75 kg,Left,3
United States,DaMarcus Beasley,Houston Dynamo,5/24/1982,34,LB,LB,LB,70,172 cm,68 kg,Left,4
United States,Dan Kennedy,LA Galaxy,7/22/1982,34,Sub,Sub,GK,67,185 cm,91 kg,Right,2
United States,Dan Metzger,NY Red Bulls,8/6/1993,23,Res,Res,CDM/CM,54,175 cm,70 kg,Right,2
United States,Daniel Johnson,Chicago Fire,9/7/1995,21,Sub,Sub,LM/RM,61,175 cm,64 kg,Right,2
United States,Daniel Lovitz,Montreal Impact,8/27/1991,25,Res,Res,LM/LB,65,178 cm,77 kg,Left,3
United States,Daniel Steres,LA Galaxy,11/11/1990,26,LCB,LCB,CB,67,183 cm,77 kg,Right,3
United States,Danny Barbir,West Brom,1/31/1998,19,Res,Res,CB,61,191 cm,70 kg,Right,3
United States,Danny Williams,Reading,3/8/1989,28,RCM,RCM,CM,71,182 cm,76 kg,Right,3
United States,Darlington Nagbe,Portland,7/19/1990,26,LW,LM,LM/RM,74,175 cm,75 kg,Right,2
United States,Dave Romney,LA Galaxy,6/12/1993,23,LB,LB,CB/LB,65,188 cm,79 kg,Left,2
United States,David Bingham,SJ Earthquakes,10/19/1989,27,GK,GK,GK,68,188 cm,84 kg,Right,2
United States,David Horst,Real Salt Lake,10/25/1985,31,Sub,Sub,CB,68,193 cm,91 kg,Right,3
United States,Dax McCarty,Chicago Fire,4/30/1987,29,RCM,RCM,CDM,73,175 cm,68 kg,Right,3
United States,DeAndre Yedlin,Newcastle Utd,7/9/1993,23,RB,Sub,RB,72,173 cm,68 kg,Right,3
United States,Desevio Payne,FC Groningen,11/30/1995,21,Sub,Sub,RB/LB,65,182 cm,73 kg,Right,3
United States,Dillon Powers,Colorado Rapids,2/14/1991,26,Sub,Sub,CAM/CDM,68,180 cm,77 kg,Right,4
United States,Dillon Serna,Colorado Rapids,3/25/1994,23,Sub,Sub,RM/LM,66,170 cm,64 kg,Left,3
United States,Dilly Duka,Columbus Crew SC,9/15/1989,27,Res,Res,CAM/LM,66,175 cm,70 kg,Right,4
United States,Djordje Mihailovic,Chicago Fire,11/10/1998,18,Res,Res,CM,55,178 cm,69 kg,Right,2
United States,Don Cowan,Longford Town,11/16/1989,27,Sub,Sub,ST,56,179 cm,85 kg,Right,2
United States,Donnie Smith,New England,12/7/1990,26,Res,Res,LM/LB,64,180 cm,71 kg,Left,3
United States,Donny Toia,Orlando City,5/28/1992,24,LB,LB,LB/RB,67,173 cm,72 kg,Left,2
United States,Drew Conner,Chicago Fire,2/18/1994,23,Sub,Sub,CDM,59,180 cm,75 kg,Right,2
United States,Drew Moor,Toronto FC,1/15/1984,33,CB,CB,CB,71,183 cm,75 kg,Right,4
United States,Duane Holmes,Scunthorpe Utd,11/6/1994,22,Sub,Sub,RM/CAM,64,173 cm,65 kg,Right,3
United States,Dylan Remick,Houston Dynamo,5/19/1991,25,Sub,Sub,LB,64,183 cm,75 kg,Left,3
United States,Earl Edwards Jr.,Orlando City,1/24/1992,25,Res,Res,GK,61,191 cm,93 kg,Right,2
United States,Edgar Castillo,Monterrey,10/8/1986,30,Sub,Sub,LB/LWB,70,168 cm,60 kg,Left,3
United States,Emerson Hyndman,Rangers,4/9/1996,20,LCM,LCM,CM,65,172 cm,61 kg,Right,3
United States,Eric Alexander,Houston Dynamo,4/14/1988,28,Sub,Sub,CDM/CM,66,185 cm,75 kg,Right,3
United States,Eric Klenofsky,D.C. United,9/20/1994,22,Res,Res,GK,60,198 cm,77 kg,Right,3
United States,Eric Kronberg,Montreal Impact,7/7/1983,33,Res,Res,GK,62,195 cm,95 kg,Right,2
United States,Eric Lichaj,Nott'm Forest,11/17/1988,28,RB,RB,RB/LB,71,178 cm,80 kg,Right,3
United States,Eric Miller,Colorado Rapids,1/15/1993,24,Sub,Sub,RB/LB,65,185 cm,79 kg,Right,2
United States,Erik Hurtado,Whitecaps FC,11/15/1990,26,Sub,Sub,ST/RM,66,178 cm,79 kg,Right,2
United States,Erik Palmer-Brown,Sporting KC,4/24/1997,19,Sub,Sub,CB,64,185 cm,79 kg,Right,2
United States,Eriq Zavaleta,Toronto FC,8/2/1992,24,RCB,RCB,CB,67,185 cm,84 kg,Right,3
United States,Ethan Finlay,Columbus Crew SC,8/6/1990,26,Sub,Sub,RM,71,175 cm,75 kg,Right,3
United States,Ethan Horvath,Club Brugge,6/9/1995,21,Sub,Sub,GK,69,194 cm,84 kg,Right,3
United States,Ethan Kutler,NY Red Bulls,5/1/1995,21,Sub,Sub,ST/LM/RM,57,180 cm,70 kg,Right,2
United States,Ethan White,NYCFC,1/1/1991,26,RB,RB,CB/RB,66,183 cm,83 kg,Right,3
United States,Evan Bush,Montreal Impact,3/6/1986,31,GK,GK,GK,68,186 cm,84 kg,Right,2
United States,Evan Louro,NY Red Bulls,1/19/1996,21,Res,Res,GK,53,191 cm,102 kg,Right,2
United States,Fabian Johnson,Bor. M'gladbach,12/11/1987,29,LB,LM,LM/RB,79,183 cm,74 kg,Right,4
United States,Fafà Picault,Philadelphia,2/23/1991,26,Sub,Sub,LM/RM,66,173 cm,64 kg,Right,3
United States,Fatai Alashe,SJ Earthquakes,10/21/1993,23,RCM,RCM,CDM,66,180 cm,77 kg,Right,3
United States,Gboly Ariyibi,Nott'm Forest,1/18/1995,22,Res,Res,RM/LM,68,185 cm,72 kg,Right,5
United States,Geoff Cameron,Stoke City,7/1/1985,31,RCB,Sub,CB/CDM,77,191 cm,84 kg,Right,3
United States,George Fochive,Viborg FF,3/24/1992,25,Sub,Sub,CM/CDM,59,175 cm,78 kg,Right,2
United States,George Malki,Houston Dynamo,4/21/1992,24,Res,Res,CM,49,178 cm,72 kg,Right,2
United States,Graham Zusi,Sporting KC,8/18/1986,30,Sub,RB,RB/RW,68,178 cm,72 kg,Right,4
United States,Greg Garza,Free Agents,8/16/1991,25,Sub,Res,LB,69,173 cm,68 kg,Left,2
United States,Gyasi Zardes,LA Galaxy,9/2/1991,25,Sub,Sub,ST/LM,74,188 cm,79 kg,Right,4
United States,Harry Shipp,Sounders FC,11/7/1991,25,LM,LM,CAM/RM/CM,67,175 cm,66 kg,Right,3
United States,Hector Jimenez,Columbus Crew SC,11/3/1988,28,Sub,Sub,RB/RM/LB,65,175 cm,64 kg,Right,3
United States,Henry Wingo,Sounders FC,10/4/1995,21,Sub,Sub,RM/CAM,58,183 cm,77 kg,Right,3
United States,Hugo Arellano,LA Galaxy,3/5/1998,19,Sub,Sub,CB,53,175 cm,73 kg,Right,2
United States,Ian Harkes,D.C. United,3/8/1995,22,RCM,RCM,CM/CDM,64,183 cm,73 kg,Right,4
United States,Ike Opara,Sporting KC,2/21/1989,28,RCB,RCB,CB,72,188 cm,82 kg,Right,2
United States,Jack McBean,LA Galaxy,12/15/1994,22,Sub,Sub,ST/CF,62,183 cm,79 kg,Right,3
United States,Jackson Yueill,SJ Earthquakes,3/18/1997,20,Sub,Sub,CM,61,178 cm,75 kg,Right,3
United States,Jacori Hayes,FC Dallas,6/28/1995,21,Sub,Sub,CM,49,170 cm,68 kg,Right,3
United States,Jaime Villarreal,LA Galaxy,6/23/1995,21,Sub,Sub,CM,51,173 cm,66 kg,Right,3
United States,Jakob Nerwinski,Whitecaps FC,10/16/1994,22,Sub,Sub,CB/RB,57,183 cm,79 kg,Right,3
United States,Jalen Robinson,D.C. United,5/8/1994,22,Res,Res,CB/RB,56,175 cm,65 kg,Right,2
United States,Jalil Anibaba,Houston Dynamo,10/19/1988,28,Sub,Sub,RB/CB,68,183 cm,77 kg,Right,3
United States,Jared Jeffrey,D.C. United,6/14/1990,26,Sub,Sub,CM/CDM,63,178 cm,75 kg,Right,3
United States,Jared Watts,Colorado Rapids,2/2/1992,25,RCB,RCB,CB/CDM,65,185 cm,70 kg,Right,2
United States,Jeff Attinella,Portland,9/29/1988,28,Sub,Sub,GK,66,188 cm,86 kg,Right,2
United States,Jeremy Ebobisse,Portland,2/13/1997,20,Res,Res,ST,61,183 cm,79 kg,Left,2
United States,Jermaine Jones,LA Galaxy,11/3/1981,35,LCM,LDM,CM/CDM,74,184 cm,78 kg,Right,4
United States,Jerome Kiesewetter,F. Düsseldorf,2/9/1993,24,Sub,Sub,RM,64,183 cm,79 kg,Right,3
United States,Joe Bendik,Orlando City,4/21/1989,27,GK,GK,GK,68,191 cm,92 kg,Left,3
United States,Joe Corona,Tijuana,7/9/1990,26,LDM,LDM,CM/CAM,69,171 cm,72 kg,Right,3
United States,Joe Willis,Houston Dynamo,8/10/1988,28,Sub,Sub,GK,66,196 cm,84 kg,Right,2
United States,Joel Soñora,VfB Stuttgart,9/15/1996,20,Res,Res,RM/CAM,57,177 cm,64 kg,Right,3
United States,Joey Calistri,Chicago Fire,11/20/1993,23,Sub,Sub,ST/RW,61,178 cm,73 kg,Right,2
United States,John Berner,Colorado Rapids,2/14/1991,26,Sub,Sub,GK,57,191 cm,93 kg,Right,1
United States,John Brooks,Hertha BSC,1/28/1993,24,LCB,LCB,CB,80,193 cm,78 kg,Left,3
United States,John McCarthy,Philadelphia,7/4/1992,24,Sub,Sub,GK,65,191 cm,82 kg,Right,2
United States,John Requejo,Tijuana,5/23/1996,20,Res,Res,LB,59,178 cm,77 kg,Left,2
United States,John Stertzer,NYCFC,10/4/1990,26,Res,Res,CM/CDM,61,183 cm,77 kg,Right,3
United States,Jonathan Bornstein,Querétaro,11/7/1984,32,LB,LB,LB,68,175 cm,73 kg,Left,3
United States,Jonathan Campbell,Chicago Fire,6/27/1993,23,RCB,RCB,CB,66,188 cm,85 kg,Right,3
United States,Jonathan Lewis,NYCFC,6/4/1997,19,Res,Res,RW/ST,59,171 cm,68 kg,Right,2
United States,Jonathan Spector,Orlando City,1/3/1986,31,LCB,LCB,CB/RB,70,181 cm,80 kg,Right,4
United States,Jordan Allen,Real Salt Lake,4/25/1995,21,Res,Res,RM/RW,62,180 cm,72 kg,Right,3
United States,Jordan Harvey,Whitecaps FC,1/28/1984,33,LB,LB,LB,67,180 cm,77 kg,Left,3
United States,Jordan Morris,Sounders FC,10/26/1994,22,Sub,ST,ST,72,180 cm,84 kg,Right,2
United States,Jorge Villafaña,Santos Laguna,9/16/1989,27,Sub,Sub,LB,70,175 cm,68 kg,Left,3
United States,Jose Villarreal,LA Galaxy,9/10/1993,23,ST,ST,ST/LM,66,172 cm,73 kg,Left,4
United States,Josh Williams,Columbus Crew SC,4/18/1988,28,RCB,RCB,CB/RB,66,188 cm,87 kg,Right,4
United States,Joshua Pérez,Fiorentina,1/21/1998,19,Res,Res,RW,64,165 cm,60 kg,Left,3
United States,Joshua Smith,New England,3/10/1992,25,Sub,Sub,CB,59,193 cm,79 kg,Right,2
United States,José Francisco Torres,Tigres,10/29/1987,29,Sub,Sub,CDM,69,173 cm,65 kg,Left,2
United States,Jozy Altidore,Toronto FC,11/6/1989,27,ST,RS,ST,76,183 cm,79 kg,Right,4
United States,Juan Agudelo,New England,11/23/1992,24,CAM,CAM,ST/CAM,70,185 cm,82 kg,Right,3
United States,Julian Green,VfB Stuttgart,6/6/1995,21,LM,LM,RM/LM,69,172 cm,70 kg,Right,4
United States,Justen Glad,Real Salt Lake,2/28/1997,20,Sub,Sub,CB/RB,65,183 cm,65 kg,Right,2
United States,Justin Bilyeu,NY Red Bulls,2/3/1994,23,LB,LB,LB/CB,59,188 cm,79 kg,Left,2
United States,Justin Morrow,Toronto FC,10/4/1987,29,LM,LM,LB/LM,70,173 cm,73 kg,Left,4
United States,Justin Schmidt,Real Salt Lake,11/2/1993,23,LCB,LCB,CB,55,185 cm,88 kg,Left,3
United States,Keegan Rosenberry,Philadelphia,12/11/1993,23,RB,RB,RB,69,173 cm,73 kg,Right,3
United States,Kellyn Acosta,FC Dallas,7/24/1995,21,LCM,LCM,CDM/CM,70,178 cm,68 kg,Right,5
United States,Kelyn Rowe,New England,12/2/1991,25,Sub,Sub,RM/CAM,68,173 cm,70 kg,Right,4
United States,Ken Tribbett,Philadelphia,8/25/1991,25,Sub,Sub,CB,64,188 cm,77 kg,Right,2
United States,Kendall McIntosh,Portland,1/24/1994,23,Res,Res,GK,55,183 cm,79 kg,Right,2
United States,Kevin Alston,Orlando City,5/5/1988,28,Sub,Sub,LB/RB,65,175 cm,68 kg,Right,4
United States,Kevin Ellis,Sporting KC,6/30/1991,25,Sub,Sub,CB,68,175 cm,72 kg,Right,2
United States,Kevin Garcia,Houston Dynamo,8/21/1990,26,Res,Res,CB/LB,55,183 cm,87 kg,Left,3
United States,Kevin Piedrahita,La Equidad,6/18/1991,25,GK,GK,GK,63,185 cm,70 kg,Right,2
United States,Khiry Shelton,NYCFC,6/26/1993,23,Sub,Sub,RW/ST,64,191 cm,84 kg,Right,2
United States,Kofi Opare,D.C. United,10/12/1990,26,Sub,Sub,CB,67,188 cm,86 kg,Right,2
United States,Kofi Sarkodie,SJ Earthquakes,3/22/1991,26,Sub,Sub,RB,66,175 cm,75 kg,Right,3
United States,Kortne Ford,Colorado Rapids,1/26/1996,21,Sub,Sub,CB,59,188 cm,84 kg,Right,2
United States,Kyle Beckerman,Real Salt Lake,4/23/1982,34,LDM,LDM,CDM/CM,73,177 cm,70 kg,Right,3
United States,Kyle Duncan,Valenciennes FC,8/8/1997,19,Res,Res,RB,56,177 cm,63 kg,Right,3
United States,Kyle Fisher,Montreal Impact,6/19/1994,22,Sub,Sub,CB/RB,61,183 cm,80 kg,Right,2
United States,Kyle Greig,Whitecaps FC,2/22/1990,27,Res,Res,ST,62,190 cm,84 kg,Right,3
United States,Kyle Scott,Chelsea,12/22/1997,19,Res,Res,CM,58,172 cm,60 kg,Right,3
United States,Lamar Neagle,D.C. United,5/7/1987,29,Sub,Sub,LM/RM,67,180 cm,75 kg,Right,4
United States,Lee Nguyen,New England,10/7/1986,30,RS,RS,CAM/ST,74,173 cm,68 kg,Right,3
United States,Liam Callahan,Colorado Rapids,3/1/1994,23,Sub,Sub,CDM,52,175 cm,73 kg,Right,2
United States,Logan Ketterer,Columbus Crew SC,11/9/1993,23,Res,Res,GK,57,191 cm,74 kg,Right,1
United States,London Woodberry,New England,5/28/1991,25,Sub,Sub,RB/CB,67,185 cm,72 kg,Right,2
United States,Luca de la Torre,Fulham,5/23/1998,18,Sub,Sub,CAM,56,175 cm,64 kg,Left,2
United States,Luis Gil,Querétaro,11/14/1993,23,Res,Res,CM/CAM,65,177 cm,70 kg,Right,3
United States,Luis Robles,NY Red Bulls,5/11/1984,32,GK,GK,GK,73,185 cm,81 kg,Right,2
United States,Luis Silva,Real Salt Lake,12/10/1988,28,Sub,Sub,CAM/CF,69,182 cm,78 kg,Right,3
United States,Lynden Gooch,Sunderland,12/24/1995,21,Res,Res,CAM/CM,66,173 cm,69 kg,Right,4
United States,Marc Burch,Colorado Rapids,5/7/1984,32,LB,LB,LB,66,185 cm,82 kg,Left,2
United States,Marc Pelosi,SJ Earthquakes,6/17/1994,22,Sub,Sub,CM/LM,61,182 cm,77 kg,Left,2
United States,Marco Farfan,Portland,11/12/1998,18,Sub,Sub,LB/CDM,53,175 cm,68 kg,Right,2
United States,Marco Jaime,Toluca,1/20/1995,22,Res,Res,CB,59,184 cm,83 kg,Right,3
United States,Marcus Epps,Philadelphia,1/6/1995,22,Res,Res,RW,53,178 cm,70 kg,Right,3
United States,Marky Delgado,Toronto FC,5/16/1995,21,Sub,Sub,CM/RM,66,175 cm,66 kg,Right,2
United States,Marlon Hairston,Colorado Rapids,3/23/1994,23,RM,RM,RM/RB,65,183 cm,71 kg,Right,2
United States,Marshall Hollingsworth,Columbus Crew SC,8/6/1993,23,Res,Res,LB/ST,57,173 cm,73 kg,Left,2
United States,Marvell Wynne,SJ Earthquakes,5/8/1986,30,Res,Res,CB/RB,68,175 cm,82 kg,Right,2
United States,Mason Stajduhar,Orlando City,12/2/1997,19,Sub,Sub,GK,56,188 cm,86 kg,Right,2
United States,Matt Bersano,SJ Earthquakes,9/10/1992,24,Res,Res,GK,56,185 cm,84 kg,Right,2
United States,Matt Besler,Sporting KC,2/11/1987,30,LCB,LCB,CB,73,183 cm,77 kg,Left,3
United States,Matt Hedges,FC Dallas,4/1/1990,26,LCB,LCB,CB,74,193 cm,84 kg,Right,3
United States,Matt Lampson,Chicago Fire,9/6/1989,27,Sub,Sub,GK,67,191 cm,91 kg,Right,2
United States,Matt Miazga,Vitesse,7/19/1995,21,LCB,LCB,CB,72,191 cm,84 kg,Right,3
United States,Matt Polster,Chicago Fire,6/8/1993,23,Sub,Sub,CDM/CM,67,183 cm,77 kg,Right,2
United States,Matt Turner,New England,6/24/1994,22,Sub,Sub,GK,52,191 cm,79 kg,Right,2
United States,Matt Van Oekel,Real Salt Lake,9/20/1986,30,Sub,Sub,GK,56,193 cm,95 kg,Right,2
United States,Matthew Pyzdrowski,Helsingborgs IF,8/17/1986,30,GK,GK,GK,64,193 cm,90 kg,Right,2
United States,Maurice Edu,Philadelphia,4/18/1986,30,Res,Res,CDM,70,185 cm,81 kg,Right,3
United States,Memo Rodriguez,Houston Dynamo,12/27/1995,21,Res,Res,CM,52,173 cm,65 kg,Right,3
United States,Michael Amick,Portland,4/2/1995,21,Res,Res,CB,54,183 cm,77 kg,Right,2
United States,Michael Bradley,Toronto FC,7/31/1987,29,CDM,CDM,CDM/CM,79,188 cm,79 kg,Right,3
United States,Michael Harrington,Chicago Fire,1/24/1986,31,RB,RB,LB/LWB/RWB,65,183 cm,77 kg,Left,4
United States,Michael Orozco,Tijuana,2/7/1986,31,RB,RB,RB/CB,68,180 cm,75 kg,Right,4
United States,Mike Grella,NY Red Bulls,1/23/1987,30,Sub,Sub,LM,68,180 cm,77 kg,Right,3
United States,Mike da Fonte,Colorado Rapids,4/18/1991,25,Res,Res,CB/RB,56,184 cm,77 kg,Right,2
United States,Mikey Lopez,NYCFC,2/20/1993,24,Sub,Sub,CDM/CM,64,173 cm,72 kg,Right,3
United States,Mix Diskerud,IFK Göteborg,10/2/1990,26,Sub,Sub,CM/RM,69,184 cm,71 kg,Right,4
United States,Nathan Smith,LA Galaxy,10/18/1994,22,Res,Res,CB,50,178 cm,68 kg,Right,2
United States,Nick DeLeon,D.C. United,7/17/1990,26,RB,RB,RM/LM,67,178 cm,77 kg,Right,4
United States,Nick Depuy,Montreal Impact,11/13/1994,22,Sub,Sub,ST,56,193 cm,84 kg,Right,3
United States,Nick Hagglund,Toronto FC,9/14/1992,24,LCB,LCB,CB/RB,65,185 cm,87 kg,Right,3
United States,Nick Lima,SJ Earthquakes,11/17/1994,22,RB,RB,RB/LB,64,175 cm,80 kg,Right,4
United States,Nick Rimando,Real Salt Lake,6/17/1979,37,Sub,GK,GK,76,178 cm,83 kg,Right,4
United States,Oguchi Onyewu,Philadelphia,5/13/1982,34,RCB,RCB,CB,65,196 cm,95 kg,Right,2
United States,Omar Gonzalez,Pachuca,10/11/1988,28,Sub,RCB,CB,74,196 cm,85 kg,Right,3
United States,Patrick Doody,Chicago Fire,4/22/1992,24,Sub,Sub,LB,59,183 cm,82 kg,Left,3
United States,Patrick Mullins,D.C. United,2/5/1992,25,ST,ST,ST,68,185 cm,78 kg,Left,3
United States,Paul Arriola,Tijuana,2/5/1995,22,Sub,Sub,RM,68,167 cm,65 kg,Right,3
United States,Paul Rachubka,Bury,5/21/1981,35,Sub,Sub,GK,60,185 cm,85 kg,Right,3
United States,Paxton Pomykal,FC Dallas,12/17/1999,17,RM,RM,CM,54,170 cm,66 kg,Right,3
United States,Perry Kitchen,Hearts,2/29/1992,25,LCM,LCM,CDM,70,183 cm,73 kg,Right,4
United States,Pierre Da Silva,Orlando City,7/28/1998,18,Res,Res,CAM,54,175 cm,66 kg,Left,3
